"F4000T","UAA","NutsShare","res","x","y"
130,800,0.16,10000,3180,1640
70,1100,0.06,10000,3190,1640
200,4000,0.05,10000,3220,1640
400,3000,0.13,10000,3230,1640
10,9000,0,10000,4570,1640
60,4000,0.01,10000,4630,1640
40,2200,0.02,10000,4640,1640
30,9000,0,10000,4670,1640
NA,NA,NA,10000,4730,1640
120,4000,0.03,10000,4750,1640
0,400,0,10000,5400,1640
110,800,0.14,10000,3020,1630
50,400,0.12,10000,3030,1630
90,1200,0.07,10000,3040,1630
60,3000,0.02,10000,3050,1630
20,1900,0.01,10000,3060,1630
20,1800,0.01,10000,3070,1630
50,500,0.1,10000,3180,1630
120,1000,0.12,10000,3190,1630
20,7000,0,10000,4620,1630
NA,NA,NA,10000,4630,1630
NA,NA,NA,10000,4650,1630
NA,NA,NA,10000,4700,1630
10,2300,0,10000,4710,1630
NA,NA,NA,10000,4740,1630
160,11000,0.01,10000,4750,1630
10,1300,0.01,10000,4760,1630
0,2500,0,10000,5350,1630
NA,NA,NA,10000,5420,1630
40,3000,0.01,10000,5430,1630
0,140,0,10000,5910,1630
90,1400,0.06,10000,3180,1620
40,400,0.1,10000,3190,1620
20,5000,0,10000,4620,1620
50,15000,0,10000,4640,1620
40,6000,0.01,10000,4650,1620
80,10000,0.01,10000,4710,1620
NA,NA,NA,10000,4720,1620
50,7000,0.01,10000,4760,1620
NA,NA,NA,10000,5420,1620
60,2300,0.03,10000,5430,1620
NA,NA,NA,10000,3000,1610
0,900,0,10000,3240,1610
10,7000,0,10000,4580,1610
10,2800,0,10000,4590,1610
40,2400,0.02,10000,4640,1610
NA,NA,NA,10000,4660,1610
70,5000,0.01,10000,4670,1610
220,11000,0.02,10000,4680,1610
NA,NA,NA,10000,4690,1610
40,4000,0.01,10000,4760,1610
400,23000,0.02,10000,4770,1610
40,7000,0.01,10000,4590,1600
0,210,0,10000,4600,1600
300,6000,0.05,10000,4650,1600
130,3000,0.04,10000,4660,1600
140,4000,0.04,10000,4670,1600
700,7000,0.1,10000,4680,1600
0,500,0,10000,4760,1600
0,900,0,10000,4770,1600
0,2100,0,10000,2890,1590
0,700,0,10000,2930,1590
NA,NA,NA,10000,4610,1590
NA,NA,NA,10000,4680,1590
0,250,0,10000,4720,1590
NA,NA,NA,10000,4770,1590
10,1800,0.01,10000,4780,1590
0,700,0,10000,2920,1580
500,7000,0.07,10000,4640,1580
180,4000,0.04,10000,4650,1580
120,4000,0.03,10000,4660,1580
NA,NA,NA,10000,4690,1580
70,12000,0.01,10000,4720,1580
110,12000,0.01,10000,4730,1580
NA,NA,NA,10000,4760,1580
60,4000,0.01,10000,4770,1580
NA,NA,NA,10000,4660,1570
0,3000,0,10000,4750,1570
0,110,0,10000,5440,1570
90,6000,0.01,10000,4670,1560
NA,NA,NA,10000,4710,1560
60,3000,0.02,10000,4740,1560
80,3000,0.03,10000,4750,1560
90,8000,0.01,10000,4720,1550
50,4000,0.01,10000,4730,1550
180,2500,0.07,10000,4750,1550
300,2000,0.15,10000,4760,1550
0,230,0,10000,5880,1550
20,1800,0.01,10000,4720,1540
NA,NA,NA,10000,4730,1540
120,4000,0.03,10000,4750,1540
90,800,0.11,10000,4770,1540
0,30,0,10000,1870,1530
NA,NA,NA,10000,1880,1530
400,5000,0.08,10000,4740,1530
0,700,0,10000,1820,1520
NA,NA,NA,10000,4740,1520
0,30,0,10000,4770,1520
NA,NA,NA,10000,5520,1520
30,500,0.06,10000,1800,1510
40,800,0.05,10000,1810,1510
NA,NA,NA,10000,1810,1500
0,4000,0,10000,5740,1500
0,1700,0,10000,5750,1500
0,4000,0,10000,5720,1490
0,1700,0,10000,5550,1480
0,5000,0,10000,5720,1480
0,1800,0,10000,5730,1480
0,900,0,10000,5740,1470
0,1400,0,10000,5750,1470
40,500,0.08,10000,1590,1130
20,1400,0.01,10000,1590,1120
0,170,0,10000,1640,1030
0,300,0,10000,1650,1030
0,300,0,10000,1780,950
0,40,0,10000,1790,950
0,90,0,10000,1930,950
0,700,0,20000,5000,5340
0,700,0,20000,5000,5320
0,260,0,20000,5020,5320
0,500,0,20000,4880,5260
NA,NA,0,20000,5060,5260
NA,NA,0,20000,4680,5240
NA,NA,0,20000,4720,5240
NA,NA,0,20000,4840,5240
NA,NA,0,20000,4980,5160
0,900,0,20000,4640,5140
0,1000,0,20000,4660,5140
NA,NA,0,20000,4720,5140
NA,NA,0,20000,4540,5120
NA,NA,0,20000,4560,5120
0,500,0,20000,4640,5120
0,1000,0,20000,4660,5120
NA,NA,0,20000,4820,5080
0,1100,0,20000,4500,5060
NA,NA,0,20000,5020,5060
0,160,0,20000,5000,5020
0,150,0,20000,5020,5020
0,400,0,20000,5000,5000
0,220,0,20000,5020,5000
NA,NA,0,20000,4560,4980
0,900,0,20000,4520,4900
0,1100,0,20000,4540,4900
0,700,0,20000,5120,4900
0,500,0,20000,5140,4900
0,500,0,20000,5160,4900
0,400,0,20000,5180,4900
0,800,0,20000,4520,4880
0,800,0,20000,4540,4880
0,400,0,20000,5120,4880
0,400,0,20000,5140,4880
0,500,0,20000,5160,4880
0,600,0,20000,5180,4880
NA,NA,0,20000,4560,4860
0,1500,0,20000,4920,4860
0,900,0,20000,4940,4860
0,800,0,20000,5000,4860
0,400,0,20000,5020,4860
0,1000,0,20000,4920,4840
0,800,0,20000,4940,4840
0,400,0,20000,5000,4840
0,400,0,20000,4440,4820
0,280,0,20000,4460,4820
0,130,0,20000,4880,4820
0,240,0,20000,4900,4820
0,500,0,20000,4920,4820
0,1600,0,20000,4940,4820
0,5000,0,20000,4960,4820
0,1000,0,20000,4980,4820
0,400,0,20000,5080,4820
0,500,0,20000,5100,4820
0,400,0,20000,4440,4800
0,400,0,20000,4460,4800
0,700,0,20000,4880,4800
0,1000,0,20000,4900,4800
0,800,0,20000,4920,4800
0,180,0,20000,4940,4800
0,1400,0,20000,4960,4800
0,1000,0,20000,4980,4800
0,120,0,20000,5080,4800
0,500,0,20000,5100,4800
0,700,0,20000,4420,4780
0,1400,0,20000,4440,4780
0,1300,0,20000,4460,4780
NA,NA,0,20000,4780,4780
0,1600,0,20000,4840,4780
0,1700,0,20000,4420,4760
0,1500,0,20000,4440,4760
0,900,0,20000,4460,4760
NA,NA,0,20000,4600,4760
0,800,0,20000,4840,4760
0,280,0,20000,5020,4740
0,1400,0,20000,5040,4740
0,1300,0,20000,5060,4740
0,1400,0,20000,5020,4720
0,4000,0,20000,5040,4720
0,5000,0,20000,5060,4720
0,1900,0,20000,5000,4700
0,11000,0,20000,5040,4700
0,10000,0,20000,5060,4700
0,800,0,20000,5160,4700
0,800,0,20000,5180,4700
0,4000,0,20000,5000,4680
0,5000,0,20000,5020,4680
0,5000,0,20000,5060,4680
0,1100,0,20000,5160,4680
0,1500,0,20000,5180,4680
0,900,0,20000,4400,4660
0,600,0,20000,4420,4660
0,400,0,20000,4800,4660
0,1800,0,20000,4840,4660
0,2200,0,20000,5000,4660
0,900,0,20000,5020,4660
0,2900,0,20000,5060,4660
0,3000,0,20000,5080,4660
0,3000,0,20000,5100,4660
NA,NA,0,20000,5280,4660
0,800,0,20000,4360,4640
0,700,0,20000,4380,4640
0,400,0,20000,4400,4640
0,400,0,20000,4420,4640
0,120,0,20000,4800,4640
0,800,0,20000,4860,4640
0,1300,0,20000,4980,4640
0,4000,0,20000,5020,4640
0,5000,0,20000,5040,4640
0,6000,0,20000,5060,4640
0,4000,0,20000,5080,4640
0,1800,0,20000,5100,4640
0,400,0,20000,4360,4620
0,2300,0,20000,4380,4620
0,130,0,20000,4800,4620
0,1800,0,20000,4820,4620
0,5000,0,20000,4980,4620
0,3000,0,20000,5040,4620
0,6000,0,20000,5080,4620
0,2300,0,20000,5100,4620
0,1800,0,20000,5120,4620
0,4000,0,20000,5140,4620
0,3000,0,20000,5160,4620
0,700,0,20000,5180,4620
0,1400,0,20000,5260,4620
0,1000,0,20000,4360,4600
0,1000,0,20000,4380,4600
0,400,0,20000,4800,4600
0,1900,0,20000,4820,4600
0,1800,0,20000,4960,4600
0,2400,0,20000,5080,4600
0,5000,0,20000,5180,4600
0,1400,0,20000,5240,4600
0,1400,0,20000,5260,4600
0,290,0,20000,4340,4580
0,500,0,20000,4360,4580
0,1000,0,20000,4380,4580
0,170,0,20000,4760,4580
0,2100,0,20000,4780,4580
0,3000,0,20000,4800,4580
0,1100,0,20000,4820,4580
0,1700,0,20000,4840,4580
0,700,0,20000,4940,4580
0,4000,0,20000,4960,4580
0,4000,0,20000,4980,4580
0,5000,0,20000,5020,4580
0,2300,0,20000,5040,4580
0,6000,0,20000,5060,4580
0,1100,0,20000,5080,4580
0,2200,0,20000,5100,4580
0,5000,0,20000,5120,4580
0,3000,0,20000,5220,4580
0,500,0,20000,5240,4580
0,700,0,20000,5260,4580
0,900,0,20000,5280,4580
0,1000,0,20000,5300,4580
0,600,0,20000,4320,4560
0,1000,0,20000,4340,4560
0,500,0,20000,4360,4560
0,2600,0,20000,4380,4560
0,2700,0,20000,4420,4560
0,1100,0,20000,4440,4560
0,1700,0,20000,4760,4560
0,2400,0,20000,4780,4560
0,250,0,20000,4840,4560
0,2800,0,20000,4940,4560
0,5000,0,20000,4980,4560
0,5000,0,20000,5000,4560
0,3000,0,20000,5020,4560
0,2400,0,20000,5040,4560
0,3000,0,20000,5060,4560
0,1700,0,20000,5100,4560
0,1700,0,20000,5120,4560
0,4000,0,20000,5160,4560
0,2200,0,20000,5240,4560
0,900,0,20000,5260,4560
0,2000,0,20000,5280,4560
0,2400,0,20000,5300,4560
0,600,0,20000,4320,4540
0,1000,0,20000,4340,4540
0,280,0,20000,4360,4540
0,700,0,20000,4760,4540
0,1900,0,20000,4780,4540
0,2800,0,20000,4820,4540
0,6000,0,20000,5000,4540
0,500,0,20000,5080,4540
0,1300,0,20000,5100,4540
0,1500,0,20000,5120,4540
0,2000,0,20000,5140,4540
0,1700,0,20000,5160,4540
0,6000,0,20000,5180,4540
0,500,0,20000,5260,4540
0,4000,0,20000,5280,4540
0,2800,0,20000,5300,4540
0,700,0,20000,4320,4520
0,500,0,20000,4340,4520
0,3000,0,20000,4360,4520
0,800,0,20000,4760,4520
0,1500,0,20000,4780,4520
0,500,0,20000,4800,4520
0,1200,0,20000,4920,4520
0,6000,0,20000,4980,4520
0,4000,0,20000,5020,4520
0,1400,0,20000,5080,4520
0,1400,0,20000,5100,4520
0,2100,0,20000,5120,4520
0,1300,0,20000,5140,4520
0,1500,0,20000,5160,4520
0,800,0,20000,5180,4520
0,800,0,20000,5200,4520
0,1300,0,20000,5220,4520
0,2300,0,20000,5240,4520
0,1100,0,20000,5260,4520
0,500,0,20000,4240,4500
0,700,0,20000,4260,4500
0,700,0,20000,4280,4500
0,2200,0,20000,4340,4500
0,5000,0,20000,4360,4500
0,1000,0,20000,4560,4500
0,800,0,20000,4580,4500
0,600,0,20000,4640,4500
0,230,0,20000,4660,4500
0,1000,0,20000,4720,4500
0,1700,0,20000,4740,4500
0,1300,0,20000,4760,4500
0,180,0,20000,4780,4500
0,8000,0,20000,4920,4500
0,10000,0,20000,4980,4500
0,1600,0,20000,5040,4500
0,1600,0,20000,5080,4500
0,200,0,20000,5100,4500
0,1500,0,20000,5120,4500
0,2100,0,20000,5140,4500
0,2100,0,20000,5180,4500
0,1300,0,20000,5200,4500
0,1700,0,20000,5220,4500
0,1300,0,20000,5240,4500
0,600,0,20000,5260,4500
0,900,0,20000,5280,4500
0,3000,0,20000,5300,4500
0,1500,0,20000,5320,4500
0,2400,0,20000,5340,4500
0,230,0,20000,4240,4480
0,600,0,20000,4260,4480
0,500,0,20000,4280,4480
0,2300,0,20000,4300,4480
0,2800,0,20000,4320,4480
0,2700,0,20000,4340,4480
0,900,0,20000,4380,4480
0,900,0,20000,4560,4480
0,500,0,20000,4580,4480
0,600,0,20000,4640,4480
0,800,0,20000,4660,4480
0,2100,0,20000,4720,4480
0,2000,0,20000,4760,4480
0,1100,0,20000,5040,4480
0,2800,0,20000,5060,4480
0,3000,0,20000,5080,4480
0,1800,0,20000,5100,4480
0,1800,0,20000,5120,4480
0,1700,0,20000,5160,4480
0,2300,0,20000,5180,4480
0,1500,0,20000,5200,4480
0,1000,0,20000,5220,4480
0,1400,0,20000,5240,4480
0,400,0,20000,5260,4480
0,270,0,20000,5280,4480
0,700,0,20000,5300,4480
0,3000,0,20000,5320,4480
0,1300,0,20000,5340,4480
0,230,0,20000,4200,4460
0,700,0,20000,4220,4460
0,1000,0,20000,4240,4460
0,1200,0,20000,4260,4460
0,700,0,20000,4280,4460
0,2200,0,20000,4300,4460
0,700,0,20000,4480,4460
0,600,0,20000,4500,4460
0,2500,0,20000,4520,4460
0,210,0,20000,4720,4460
0,800,0,20000,4740,4460
0,5000,0,20000,4920,4460
0,5000,0,20000,4940,4460
0,7000,0,20000,5000,4460
0,1900,0,20000,5040,4460
0,200,0,20000,5060,4460
0,1500,0,20000,5080,4460
0,4000,0,20000,5160,4460
0,800,0,20000,5180,4460
0,1200,0,20000,5200,4460
0,2700,0,20000,5220,4460
0,2200,0,20000,5240,4460
0,1200,0,20000,5260,4460
0,700,0,20000,5280,4460
0,1000,0,20000,5300,4460
0,1100,0,20000,5320,4460
0,2600,0,20000,5340,4460
NA,NA,0,20000,4180,4440
0,400,0,20000,4200,4440
0,1300,0,20000,4220,4440
0,800,0,20000,4240,4440
0,800,0,20000,4260,4440
0,2200,0,20000,4280,4440
0,1500,0,20000,4520,4440
0,1200,0,20000,4740,4440
0,2100,0,20000,5040,4440
0,1400,0,20000,5060,4440
0,1000,0,20000,5080,4440
0,1800,0,20000,5120,4440
0,2900,0,20000,5140,4440
0,2800,0,20000,5160,4440
0,1800,0,20000,5200,4440
0,2700,0,20000,5220,4440
0,2100,0,20000,5280,4440
0,2900,0,20000,5300,4440
0,700,0,20000,5320,4440
0,2800,0,20000,4320,4420
0,1800,0,20000,4340,4420
0,400,0,20000,4360,4420
0,600,0,20000,4380,4420
0,1700,0,20000,4880,4420
0,5000,0,20000,4960,4420
0,2300,0,20000,5000,4420
0,1100,0,20000,5040,4420
0,1700,0,20000,5060,4420
0,1100,0,20000,5080,4420
0,1200,0,20000,5100,4420
0,1700,0,20000,5120,4420
0,2000,0,20000,5140,4420
0,600,0,20000,5160,4420
0,1400,0,20000,5180,4420
0,1500,0,20000,5220,4420
0,3000,0,20000,5240,4420
0,1100,0,20000,5280,4420
0,600,0,20000,5300,4420
0,1600,0,20000,5320,4420
0,1000,0,20000,4120,4400
0,1100,0,20000,4140,4400
0,2000,0,20000,4160,4400
0,1200,0,20000,4180,4400
0,1400,0,20000,4200,4400
0,800,0,20000,4220,4400
0,1000,0,20000,4380,4400
0,5000,0,20000,4900,4400
0,5000,0,20000,4920,4400
0,7000,0,20000,4940,4400
0,4000,0,20000,4980,4400
0,2700,0,20000,5000,4400
0,1800,0,20000,5040,4400
0,1000,0,20000,5080,4400
0,1900,0,20000,5100,4400
0,2300,0,20000,5120,4400
0,1200,0,20000,5140,4400
0,1700,0,20000,5160,4400
0,290,0,20000,5180,4400
0,2200,0,20000,5240,4400
0,1600,0,20000,5260,4400
0,800,0,20000,5280,4400
0,500,0,20000,5300,4400
0,1200,0,20000,5320,4400
0,700,0,20000,4100,4380
0,900,0,20000,4120,4380
0,1400,0,20000,4160,4380
0,1500,0,20000,4180,4380
0,1200,0,20000,4380,4380
0,1000,0,20000,4700,4380
0,4000,0,20000,4940,4380
0,1800,0,20000,5000,4380
0,400,0,20000,5020,4380
0,2500,0,20000,5040,4380
0,1500,0,20000,5080,4380
0,4000,0,20000,5100,4380
0,1300,0,20000,5120,4380
0,1800,0,20000,5140,4380
0,2200,0,20000,5160,4380
0,1400,0,20000,5180,4380
0,800,0,20000,5200,4380
0,900,0,20000,5240,4380
0,1000,0,20000,5260,4380
0,400,0,20000,5320,4380
0,800,0,20000,5340,4380
0,400,0,20000,4080,4360
0,1000,0,20000,4100,4360
0,500,0,20000,4120,4360
0,1100,0,20000,4140,4360
0,900,0,20000,4160,4360
0,600,0,20000,4180,4360
0,3000,0,20000,4360,4360
0,1500,0,20000,4380,4360
0,1500,0,20000,4680,4360
0,1400,0,20000,4700,4360
0,600,0,20000,4900,4360
0,2000,0,20000,4920,4360
0,3000,0,20000,4940,4360
0,5000,0,20000,5000,4360
0,2200,0,20000,5020,4360
0,2100,0,20000,5060,4360
0,400,0,20000,5100,4360
0,1200,0,20000,5120,4360
0,3000,0,20000,5140,4360
0,3000,0,20000,5160,4360
0,1900,0,20000,5180,4360
0,1000,0,20000,5220,4360
0,800,0,20000,5240,4360
0,300,0,20000,5260,4360
0,2600,0,20000,5320,4360
0,2000,0,20000,4120,4340
0,1000,0,20000,4160,4340
0,120,0,20000,4180,4340
0,2100,0,20000,4340,4340
0,900,0,20000,4680,4340
0,700,0,20000,4700,4340
0,2700,0,20000,4920,4340
0,1100,0,20000,5100,4340
0,900,0,20000,5120,4340
0,2800,0,20000,5140,4340
0,2800,0,20000,5160,4340
0,800,0,20000,5180,4340
0,1100,0,20000,5200,4340
0,600,0,20000,5220,4340
0,1300,0,20000,5240,4340
0,2100,0,20000,5280,4340
0,1200,0,20000,5320,4340
0,800,0,20000,4100,4320
0,900,0,20000,4140,4320
0,500,0,20000,4160,4320
0,1000,0,20000,4320,4320
0,2300,0,20000,4340,4320
0,2700,0,20000,4680,4320
0,1000,0,20000,4700,4320
0,1100,0,20000,4920,4320
0,5000,0,20000,4940,4320
0,4000,0,20000,4960,4320
0,2400,0,20000,5040,4320
0,1600,0,20000,5100,4320
0,1500,0,20000,5120,4320
0,4000,0,20000,5140,4320
0,1300,0,20000,5160,4320
0,1200,0,20000,5180,4320
0,2600,0,20000,5200,4320
0,4000,0,20000,5220,4320
0,2300,0,20000,5240,4320
0,4000,0,20000,5280,4320
0,400,0,20000,4040,4300
0,260,0,20000,4060,4300
0,400,0,20000,4080,4300
0,1800,0,20000,4100,4300
0,600,0,20000,4160,4300
0,300,0,20000,4200,4300
0,1900,0,20000,4220,4300
0,4000,0,20000,4640,4300
0,2800,0,20000,4660,4300
0,4000,0,20000,5160,4300
0,1800,0,20000,5240,4300
0,2000,0,20000,5280,4300
0,250,0,20000,4040,4280
0,500,0,20000,4060,4280
0,800,0,20000,4080,4280
0,2200,0,20000,4120,4280
0,900,0,20000,4140,4280
0,500,0,20000,4220,4280
0,1600,0,20000,4280,4280
0,1000,0,20000,4300,4280
0,1600,0,20000,4640,4280
0,1100,0,20000,4660,4280
0,5000,0,20000,5060,4280
0,6000,0,20000,5080,4280
0,5000,0,20000,5100,4280
0,4000,0,20000,5260,4280
0,4000,0,20000,5280,4280
0,1400,0,20000,4120,4260
0,400,0,20000,4140,4260
0,700,0,20000,4160,4260
0,1000,0,20000,4280,4260
0,5000,0,20000,4300,4260
0,4000,0,20000,4320,4260
0,4000,0,20000,4640,4260
0,6000,0,20000,4960,4260
0,6000,0,20000,4980,4260
0,5000,0,20000,5080,4260
0,1900,0,20000,5240,4260
NA,NA,0,20000,4020,4240
0,800,0,20000,4040,4240
0,1500,0,20000,4080,4240
0,1000,0,20000,4100,4240
0,400,0,20000,4120,4240
0,400,0,20000,4140,4240
0,170,0,20000,4180,4240
0,1200,0,20000,4300,4240
0,4000,0,20000,4320,4240
NA,NA,0,20000,4580,4240
0,500,0,20000,4640,4240
0,4000,0,20000,4660,4240
0,6000,0,20000,5060,4240
0,2100,0,20000,5080,4240
0,3000,0,20000,5200,4240
0,500,0,20000,5220,4240
0,300,0,20000,4040,4220
0,1300,0,20000,4120,4220
0,400,0,20000,4160,4220
0,400,0,20000,4180,4220
0,1700,0,20000,4240,4220
0,3000,0,20000,4260,4220
0,1800,0,20000,4340,4220
0,1200,0,20000,4680,4220
0,800,0,20000,4040,4200
0,700,0,20000,4060,4200
0,500,0,20000,4120,4200
0,180,0,20000,4140,4200
0,400,0,20000,4160,4200
0,4000,0,20000,4260,4200
0,900,0,20000,4700,4200
0,4000,0,20000,4980,4200
0,1600,0,20000,5120,4200
0,1200,0,20000,5140,4200
0,70,0,20000,4020,4180
0,1100,0,20000,4060,4180
0,300,0,20000,4080,4180
0,400,0,20000,4100,4180
0,1300,0,20000,4120,4180
0,260,0,20000,4160,4180
0,2000,0,20000,4240,4180
0,500,0,20000,4260,4180
0,2700,0,20000,4320,4180
0,2600,0,20000,4400,4180
0,1400,0,20000,4420,4180
0,1100,0,20000,4600,4180
0,1500,0,20000,4620,4180
0,1000,0,20000,4660,4180
0,3000,0,20000,4680,4180
0,1600,0,20000,4700,4180
0,300,0,20000,4720,4180
0,800,0,20000,4740,4180
0,160,0,20000,4920,4180
0,400,0,20000,4940,4180
0,1300,0,20000,4960,4180
0,7000,0,20000,5100,4180
0,3000,0,20000,5120,4180
0,2200,0,20000,4040,4160
0,200,0,20000,4080,4160
0,1000,0,20000,4100,4160
0,800,0,20000,4140,4160
0,2700,0,20000,4240,4160
0,2000,0,20000,4260,4160
0,900,0,20000,4320,4160
0,5000,0,20000,4340,4160
0,3000,0,20000,4380,4160
0,1200,0,20000,4560,4160
0,2000,0,20000,4580,4160
0,2300,0,20000,4600,4160
0,6000,0,20000,4620,4160
0,2500,0,20000,4640,4160
0,2400,0,20000,4660,4160
0,1800,0,20000,4700,4160
0,2500,0,20000,4720,4160
0,5000,0,20000,4740,4160
0,500,0,20000,4940,4160
0,2400,0,20000,4960,4160
0,1500,0,20000,4980,4160
0,1700,0,20000,5000,4160
0,3000,0,20000,5020,4160
0,5000,0,20000,5060,4160
0,1800,0,20000,5080,4160
0,500,0,20000,4040,4140
0,300,0,20000,4080,4140
0,250,0,20000,4140,4140
0,170,0,20000,4160,4140
0,260,0,20000,4320,4140
0,5000,0,20000,4340,4140
0,600,0,20000,4360,4140
0,2200,0,20000,4400,4140
0,6000,0,20000,4420,4140
0,1500,0,20000,4600,4140
0,6000,0,20000,4620,4140
0,2900,0,20000,4660,4140
0,3000,0,20000,4680,4140
0,1500,0,20000,4700,4140
0,3000,0,20000,4780,4140
0,1500,0,20000,4880,4140
0,800,0,20000,4900,4140
NA,NA,0,20000,4920,4140
NA,NA,0,20000,5040,4140
0,900,0,20000,5180,4140
0,1800,0,20000,5200,4140
0,10000,0,20000,5220,4140
0,6000,0,20000,5260,4140
0,5000,0,20000,5300,4140
0,700,0,20000,5320,4140
0,280,0,20000,4040,4120
0,700,0,20000,4100,4120
0,700,0,20000,4120,4120
0,2100,0,20000,4320,4120
0,7000,0,20000,4340,4120
0,2600,0,20000,4360,4120
0,8000,0,20000,4400,4120
0,5000,0,20000,4420,4120
0,500,0,20000,4600,4120
0,1700,0,20000,4640,4120
0,4000,0,20000,4680,4120
0,2800,0,20000,4780,4120
0,6000,0,20000,5160,4120
0,8000,0,20000,5180,4120
0,500,0,20000,5200,4120
0,22000,0,20000,5240,4120
0,4000,0,20000,5260,4120
0,5000,0,20000,5280,4120
0,3000,0,20000,5300,4120
0,400,0,20000,4040,4100
0,160,0,20000,4100,4100
0,600,0,20000,4240,4100
0,600,0,20000,4260,4100
0,1300,0,20000,4280,4100
0,240,0,20000,4340,4100
0,4000,0,20000,4360,4100
0,4000,0,20000,4400,4100
0,1100,0,20000,4420,4100
0,270,0,20000,4600,4100
0,1100,0,20000,4620,4100
0,1800,0,20000,4640,4100
0,1200,0,20000,4820,4100
0,5000,0,20000,5120,4100
0,14000,0,20000,5200,4100
0,8000,0,20000,5260,4100
0,1900,0,20000,5280,4100
0,1900,0,20000,5300,4100
0,1500,0,20000,4040,4080
0,1000,0,20000,4060,4080
0,220,0,20000,4100,4080
0,290,0,20000,4240,4080
0,5000,0,20000,4300,4080
0,2500,0,20000,4320,4080
0,2300,0,20000,4340,4080
0,1400,0,20000,4360,4080
0,4000,0,20000,4400,4080
0,700,0,20000,4420,4080
0,3000,0,20000,4480,4080
0,1700,0,20000,4600,4080
0,1000,0,20000,4640,4080
0,2700,0,20000,4660,4080
0,140,0,20000,4820,4080
0,7000,0,20000,5180,4080
0,8000,0,20000,5200,4080
0,8000,0,20000,5240,4080
0,11000,0,20000,5260,4080
0,2900,0,20000,5280,4080
0,800,0,20000,4040,4060
0,1100,0,20000,4100,4060
0,160,0,20000,4240,4060
0,200,0,20000,4260,4060
0,250,0,20000,4280,4060
0,4000,0,20000,4300,4060
0,7000,0,20000,4360,4060
0,5000,0,20000,4400,4060
0,900,0,20000,4420,4060
0,3000,0,20000,4440,4060
0,2400,0,20000,4460,4060
0,3000,0,20000,4480,4060
0,2300,0,20000,4520,4060
0,800,0,20000,4540,4060
0,500,0,20000,4560,4060
0,900,0,20000,4580,4060
0,2300,0,20000,4620,4060
0,10000,0,20000,4680,4060
0,10000,0,20000,4700,4060
0,5000,0,20000,4740,4060
0,3000,0,20000,4780,4060
0,3000,0,20000,5080,4060
0,7000,0,20000,5100,4060
0,5000,0,20000,5120,4060
0,18000,0,20000,5200,4060
0,13000,0,20000,5220,4060
0,8000,0,20000,5240,4060
0,5000,0,20000,5280,4060
0,3000,0,20000,5300,4060
0,1200,0,20000,4100,4040
0,1200,0,20000,4240,4040
0,1900,0,20000,4260,4040
0,400,0,20000,4280,4040
0,2800,0,20000,4300,4040
0,2200,0,20000,4340,4040
0,700,0,20000,4440,4040
0,6000,0,20000,4540,4040
0,3000,0,20000,4560,4040
0,900,0,20000,4580,4040
0,7000,0,20000,4600,4040
0,6000,0,20000,4740,4040
0,1400,0,20000,4760,4040
0,600,0,20000,4780,4040
0,1300,0,20000,5020,4040
0,1400,0,20000,5080,4040
0,4000,0,20000,5160,4040
0,4000,0,20000,5200,4040
0,10000,0,20000,5240,4040
0,9000,0,20000,5260,4040
0,5000,0,20000,5300,4040
0,2700,0,20000,4060,4020
0,80,0,20000,4160,4020
0,500,0,20000,4200,4020
0,500,0,20000,4220,4020
0,230,0,20000,4240,4020
0,600,0,20000,4280,4020
0,6000,0,20000,4340,4020
0,800,0,20000,4420,4020
0,1400,0,20000,4440,4020
0,3000,0,20000,4460,4020
0,4000,0,20000,4480,4020
0,4000,0,20000,4500,4020
0,6000,0,20000,4540,4020
0,3000,0,20000,4560,4020
0,1000,0,20000,4580,4020
0,2800,0,20000,4640,4020
0,5000,0,20000,4720,4020
0,4000,0,20000,4740,4020
0,4000,0,20000,4760,4020
0,2700,0,20000,4780,4020
0,7000,0,20000,5040,4020
0,1600,0,20000,5060,4020
0,400,0,20000,5080,4020
0,10000,0,20000,5140,4020
0,10000,0,20000,5160,4020
0,10000,0,20000,5200,4020
0,4000,0,20000,5240,4020
0,8000,0,20000,5260,4020
0,21000,0,20000,5280,4020
0,3000,0,20000,5320,4020
0,4000,0,20000,4060,4000
0,1800,0,20000,4100,4000
0,500,0,20000,4200,4000
0,190,0,20000,4220,4000
0,400,0,20000,4240,4000
0,200,0,20000,4260,4000
0,2600,0,20000,4400,4000
0,700,0,20000,4420,4000
0,600,0,20000,4440,4000
0,400,0,20000,4500,4000
0,2000,0,20000,4540,4000
0,5000,0,20000,4580,4000
0,7000,0,20000,4760,4000
0,500,0,20000,4780,4000
0,7000,0,20000,5080,4000
0,500,0,20000,5180,4000
0,7000,0,20000,5200,4000
0,800,0,20000,4100,3980
0,500,0,20000,4280,3980
0,2000,0,20000,4300,3980
0,1900,0,20000,4400,3980
0,400,0,20000,4420,3980
0,1300,0,20000,4480,3980
0,700,0,20000,4580,3980
0,1700,0,20000,4620,3980
0,2800,0,20000,4660,3980
0,9000,0,20000,4720,3980
0,4000,0,20000,4740,3980
NA,NA,0,20000,4760,3980
0,7000,0,20000,5040,3980
NA,NA,0,20000,5080,3980
0,7000,0,20000,5160,3980
0,3000,0,20000,5180,3980
0,7000,0,20000,5240,3980
0,5000,0,20000,5340,3980
0,160,0,20000,4280,3960
0,3000,0,20000,4440,3960
