"UAAXK0000_ORG","UAA","res","x","y"
1600,16000,20000,5240,3900
700,8000,20000,5260,3900
3000,11000,20000,5280,3900
2200,11000,20000,5300,3900
4000,14000,20000,5320,3900
2300,11000,20000,5340,3900
2300,10000,20000,5360,3900
800,5000,20000,5380,3900
600,3000,20000,4400,3880
1100,5000,20000,4420,3880
2600,7000,20000,4440,3880
1300,8000,20000,4460,3880
5000,15000,20000,4480,3880
2400,9000,20000,4500,3880
2300,19000,20000,4520,3880
1800,9000,20000,4540,3880
3000,8000,20000,4820,3880
NA,NA,20000,5080,3880
1700,11000,20000,5180,3880
3000,13000,20000,5200,3880
3000,11000,20000,5220,3880
1500,10000,20000,5240,3880
5000,13000,20000,5260,3880
3000,7000,20000,5280,3880
4000,18000,20000,5300,3880
2000,9000,20000,5320,3880
2300,9000,20000,5340,3880
2700,12000,20000,5380,3880
0,700,20000,4800,3860
1000,16000,20000,4820,3860
1000,10000,20000,5200,3860
1900,8000,20000,5220,3860
4000,7000,20000,5240,3860
2300,9000,20000,5260,3860
4000,12000,20000,5280,3860
2300,12000,20000,5300,3860
5000,15000,20000,5320,3860
800,7000,20000,5340,3860
2700,15000,20000,5360,3860
4000,19000,20000,5380,3860
NA,NA,20000,4340,3840
2100,9000,20000,4800,3840
4000,18000,20000,4820,3840
700,8000,20000,5200,3840
1200,13000,20000,5220,3840
3000,9000,20000,5240,3840
6000,16000,20000,5260,3840
2900,9000,20000,5280,3840
2100,9000,20000,5300,3840
1900,23000,20000,5320,3840
700,16000,20000,5340,3840
1800,13000,20000,5360,3840
4000,13000,20000,5380,3840
2700,16000,20000,4320,3820
1100,8000,20000,4340,3820
NA,NA,20000,4840,3820
1800,6000,20000,5040,3820
1100,12000,20000,5060,3820
2300,10000,20000,5320,3820
3000,24000,20000,5340,3820
1000,6000,20000,5400,3820
1200,7000,20000,5420,3820
2300,19000,20000,4320,3800
1400,6000,20000,4340,3800
2500,11000,20000,5040,3800
900,18000,20000,5060,3800
2000,15000,20000,5340,3800
1400,7000,20000,5400,3800
1000,4000,20000,5420,3800
1700,11000,20000,4280,3780
4000,30000,20000,4300,3780
700,5000,20000,4440,3780
2100,12000,20000,4460,3780
0,900,20000,4980,3780
2000,17000,20000,5000,3780
2400,18000,20000,5020,3780
1600,7000,20000,5240,3780
1200,13000,20000,5260,3780
600,9000,20000,5280,3780
1100,11000,20000,5300,3780
5000,17000,20000,5320,3780
4000,18000,20000,5340,3780
4000,14000,20000,5360,3780
4000,14000,20000,5380,3780
1300,15000,20000,4220,3760
2300,18000,20000,4280,3760
2100,26000,20000,4300,3760
2800,21000,20000,4460,3760
0,400,20000,4980,3760
600,20000,20000,5000,3760
1500,18000,20000,5020,3760
5000,17000,20000,5240,3760
4000,17000,20000,5260,3760
2600,16000,20000,5280,3760
5000,22000,20000,5300,3760
1500,21000,20000,5320,3760
1700,10000,20000,5340,3760
1400,11000,20000,5360,3760
1800,9000,20000,5380,3760
2800,15000,20000,4240,3740
1600,13000,20000,4260,3740
2500,25000,20000,4280,3740
4000,27000,20000,4300,3740
NA,NA,20000,4460,3740
1800,22000,20000,5040,3740
3000,22000,20000,5060,3740
2500,25000,20000,5240,3740
1100,19000,20000,5260,3740
1300,20000,20000,5280,3740
1200,14000,20000,5300,3740
1100,5000,20000,5360,3740
2600,19000,20000,4240,3720
1800,17000,20000,4260,3720
2100,27000,20000,4280,3720
3000,27000,20000,4300,3720
700,21000,20000,5040,3720
3000,19000,20000,5060,3720
2500,21000,20000,5240,3720
2100,19000,20000,5260,3720
2900,20000,20000,5280,3720
1100,12000,20000,5300,3720
2100,17000,20000,4200,3700
4000,22000,20000,4220,3700
5000,22000,20000,4240,3700
5000,21000,20000,4260,3700
1800,22000,20000,4280,3700
2800,26000,20000,4300,3700
500,15000,20000,4340,3700
1400,12000,20000,4360,3700
2800,18000,20000,5080,3700
1400,22000,20000,5100,3700
5000,23000,20000,5240,3700
1200,12000,20000,5260,3700
2000,19000,20000,5280,3700
700,12000,20000,5300,3700
2200,14000,20000,4200,3680
6000,26000,20000,4220,3680
2300,21000,20000,4240,3680
3000,24000,20000,4260,3680
2700,24000,20000,4280,3680
2300,24000,20000,4300,3680
1200,21000,20000,4320,3680
1700,12000,20000,4340,3680
2900,14000,20000,4360,3680
1700,17000,20000,5080,3680
900,20000,20000,5100,3680
2400,21000,20000,5240,3680
4000,25000,20000,5260,3680
3000,17000,20000,5280,3680
500,7000,20000,5300,3680
5000,24000,20000,4240,3660
2200,24000,20000,4260,3660
1600,27000,20000,4280,3660
3000,27000,20000,4300,3660
1000,6000,20000,4520,3660
1200,8000,20000,4540,3660
NA,NA,20000,4660,3660
2700,13000,20000,5020,3660
2600,24000,20000,5080,3660
1300,26000,20000,5100,3660
2700,24000,20000,5240,3660
4000,21000,20000,5260,3660
4000,22000,20000,4240,3640
4000,22000,20000,4260,3640
2800,30000,20000,4280,3640
1300,29000,20000,4300,3640
2500,21000,20000,4520,3640
1000,14000,20000,4540,3640
1600,12000,20000,5020,3640
2200,15000,20000,5080,3640
1300,19000,20000,5100,3640
4000,18000,20000,5240,3640
1500,18000,20000,5260,3640
4000,18000,20000,4200,3620
2700,23000,20000,4220,3620
3000,20000,20000,4240,3620
4000,24000,20000,4260,3620
2300,26000,20000,4300,3620
700,16000,20000,4400,3620
1500,22000,20000,4420,3620
1200,14000,20000,4440,3620
1900,10000,20000,4460,3620
4000,19000,20000,4560,3620
1600,6000,20000,4580,3620
900,19000,20000,5240,3620
1300,12000,20000,5260,3620
2600,18000,20000,4200,3600
3000,26000,20000,4220,3600
4000,23000,20000,4240,3600
5000,26000,20000,4260,3600
2300,27000,20000,4280,3600
1500,12000,20000,4300,3600
2800,23000,20000,4400,3600
3000,23000,20000,4420,3600
1200,20000,20000,4440,3600
900,7000,20000,4460,3600
1900,30000,20000,4560,3600
800,22000,20000,4580,3600
900,12000,20000,5240,3600
1400,7000,20000,5260,3600
2000,23000,20000,4240,3580
5000,27000,20000,4260,3580
1700,22000,20000,4320,3580
1000,18000,20000,4340,3580
2500,27000,20000,4400,3580
1800,16000,20000,4420,3580
NA,NA,20000,4500,3580
3000,12000,20000,5240,3580
3000,8000,20000,5260,3580
2700,21000,20000,4240,3560
3000,27000,20000,4260,3560
1800,24000,20000,4320,3560
2100,26000,20000,4340,3560
1000,20000,20000,4400,3560
400,20000,20000,4420,3560
2700,12000,20000,5240,3560
2000,10000,20000,5260,3560
1800,19000,20000,4240,3540
5000,24000,20000,4260,3540
4000,23000,20000,4280,3540
1200,13000,20000,4300,3540
1100,16000,20000,4360,3540
NA,NA,20000,4380,3540
NA,NA,20000,4620,3540
3000,21000,20000,5140,3540
2500,27000,20000,5160,3540
1900,24000,20000,5180,3540
NA,NA,20000,5320,3540
2000,26000,20000,4240,3520
2600,24000,20000,4260,3520
5000,24000,20000,4280,3520
2000,14000,20000,4300,3520
700,9000,20000,4360,3520
2400,11000,20000,4380,3520
1000,12000,20000,4780,3520
2000,15000,20000,5080,3520
1200,28000,20000,4240,3500
1800,29000,20000,4260,3500
1600,25000,20000,4280,3500
1400,27000,20000,4300,3500
1700,25000,20000,4760,3500
300,20000,20000,4780,3500
2800,16000,20000,4980,3500
800,30000,20000,5020,3500
300,27000,20000,5040,3500
1300,22000,20000,5060,3500
1600,18000,20000,5080,3500
900,13000,20000,5100,3500
1900,13000,20000,4240,3480
1900,30000,20000,4260,3480
2800,25000,20000,4280,3480
1200,27000,20000,4300,3480
1000,15000,20000,4760,3480
1400,13000,20000,4780,3480
4000,21000,20000,5000,3480
1700,16000,20000,5040,3480
2900,24000,20000,5060,3480
900,23000,20000,5140,3480
150,19000,20000,5160,3480
220,7000,20000,5180,3480
NA,NA,20000,4220,3460
2000,28000,20000,4280,3460
1500,22000,20000,4300,3460
1200,17000,20000,4320,3460
1500,23000,20000,4340,3460
2700,17000,20000,4720,3460
2100,10000,20000,4740,3460
600,9000,20000,4760,3460
1200,9000,20000,4780,3460
1600,21000,20000,4960,3460
1900,17000,20000,5040,3460
3000,15000,20000,5060,3460
700,8000,20000,5080,3460
900,8000,20000,5100,3460
1500,20000,20000,5120,3460
1000,23000,20000,5140,3460
1200,28000,20000,4280,3440
1200,23000,20000,4300,3440
1600,28000,20000,4320,3440
800,25000,20000,4340,3440
NA,NA,20000,4620,3440
2500,9000,20000,4720,3440
5000,14000,20000,4760,3440
1200,7000,20000,4780,3440
400,12000,20000,4960,3440
1800,10000,20000,4980,3440
600,10000,20000,5020,3440
1700,12000,20000,5040,3440
290,7000,20000,5060,3440
400,3000,20000,5080,3440
1800,21000,20000,5100,3440
700,30000,20000,5120,3440
400,20000,20000,5140,3440
500,9000,20000,5220,3440
300,17000,20000,4240,3420
1200,25000,20000,4260,3420
800,24000,20000,4280,3420
800,25000,20000,4300,3420
1000,18000,20000,4320,3420
1300,26000,20000,4340,3420
1500,40000,20000,4440,3420
1900,30000,20000,4460,3420
3000,27000,20000,4480,3420
6000,30000,20000,4500,3420
2200,12000,20000,4560,3420
5000,9000,20000,4580,3420
600,15000,20000,4640,3420
400,26000,20000,4660,3420
700,11000,20000,4680,3420
3000,11000,20000,4760,3420
500,22000,20000,4780,3420
280,15000,20000,4880,3420
400,23000,20000,4900,3420
130,25000,20000,4920,3420
500,20000,20000,4940,3420
600,23000,20000,4960,3420
1500,20000,20000,4980,3420
600,6000,20000,5000,3420
600,5000,20000,5020,3420
1500,15000,20000,5040,3420
400,23000,20000,5060,3420
500,22000,20000,5080,3420
800,16000,20000,5140,3420
600,4000,20000,5200,3420
400,11000,20000,5220,3420
1100,23000,20000,4240,3400
700,26000,20000,4260,3400
1100,28000,20000,4280,3400
800,22000,20000,4300,3400
2200,23000,20000,4320,3400
1200,29000,20000,4340,3400
3000,22000,20000,4440,3400
3000,22000,20000,4460,3400
4000,26000,20000,4480,3400
2800,27000,20000,4500,3400
6000,29000,20000,4560,3400
4000,7000,20000,4580,3400
3000,17000,20000,4640,3400
1400,21000,20000,4660,3400
1200,17000,20000,4680,3400
1700,15000,20000,4760,3400
400,16000,20000,4780,3400
140,15000,20000,4880,3400
300,26000,20000,4900,3400
500,30000,20000,4920,3400
230,18000,20000,4940,3400
600,29000,20000,4960,3400
1800,19000,20000,4980,3400
1000,13000,20000,5020,3400
900,18000,20000,5040,3400
280,23000,20000,5060,3400
500,21000,20000,5080,3400
800,23000,20000,5100,3400
110,26000,20000,5140,3400
600,15000,20000,5200,3400
600,13000,20000,5220,3400
400,27000,20000,4160,3380
1500,19000,20000,4180,3380
1000,21000,20000,4280,3380
600,11000,20000,4300,3380
700,9000,20000,4320,3380
3000,19000,20000,4340,3380
2900,26000,20000,4360,3380
2500,25000,20000,4380,3380
1600,15000,20000,4400,3380
2200,19000,20000,4420,3380
3000,19000,20000,4480,3380
2400,23000,20000,4500,3380
2700,10000,20000,4600,3380
1800,13000,20000,4620,3380
800,19000,20000,4640,3380
1000,24000,20000,4660,3380
1400,12000,20000,4680,3380
2100,9000,20000,4720,3380
1200,6000,20000,4740,3380
1000,21000,20000,5000,3380
800,40000,20000,5020,3380
600,23000,20000,5040,3380
600,20000,20000,5060,3380
300,19000,20000,5080,3380
300,30000,20000,5100,3380
130,21000,20000,5120,3380
110,29000,20000,5140,3380
900,25000,20000,4080,3360
300,19000,20000,4100,3360
1300,24000,20000,4160,3360
900,24000,20000,4180,3360
400,27000,20000,4280,3360
1500,15000,20000,4300,3360
1500,16000,20000,4320,3360
700,22000,20000,4340,3360
5000,23000,20000,4360,3360
2100,25000,20000,4380,3360
1300,21000,20000,4400,3360
2000,23000,20000,4420,3360
4000,23000,20000,4480,3360
2900,10000,20000,4500,3360
1500,26000,20000,4600,3360
1000,15000,20000,4620,3360
900,30000,20000,4640,3360
1400,20000,20000,4660,3360
1100,12000,20000,4680,3360
1000,7000,20000,4700,3360
3000,11000,20000,4720,3360
3000,19000,20000,4740,3360
600,25000,20000,5000,3360
600,30000,20000,5020,3360
1300,40000,20000,5040,3360
500,22000,20000,5060,3360
1200,21000,20000,5080,3360
400,22000,20000,5100,3360
60,27000,20000,5120,3360
100,30000,20000,5140,3360
800,22000,20000,4040,3340
1000,25000,20000,4060,3340
900,22000,20000,4120,3340
1600,27000,20000,4140,3340
1500,25000,20000,4200,3340
1100,20000,20000,4220,3340
2200,21000,20000,4360,3340
5000,20000,20000,4380,3340
2600,15000,20000,4400,3340
5000,30000,20000,4420,3340
2800,8000,20000,4720,3340
2000,13000,20000,4740,3340
500,11000,20000,4760,3340
500,25000,20000,4780,3340
600,30000,20000,5040,3340
300,21000,20000,5060,3340
110,15000,20000,5120,3340
90,22000,20000,5140,3340
500,26000,20000,5160,3340
220,22000,20000,5180,3340
500,11000,20000,5200,3340
300,2100,20000,5220,3340
1300,25000,20000,4040,3320
900,26000,20000,4060,3320
1100,29000,20000,4120,3320
1200,19000,20000,4140,3320
300,24000,20000,4200,3320
1400,17000,20000,4220,3320
800,18000,20000,4360,3320
2700,19000,20000,4380,3320
6000,21000,20000,4400,3320
1300,13000,20000,4420,3320
1200,10000,20000,4720,3320
500,15000,20000,4740,3320
800,25000,20000,4760,3320
900,23000,20000,4780,3320
150,19000,20000,5060,3320
400,20000,20000,5120,3320
180,28000,20000,5140,3320
240,26000,20000,5160,3320
700,23000,20000,5180,3320
400,8000,20000,5200,3320
1300,26000,20000,4040,3300
1100,18000,20000,4060,3300
600,26000,20000,4120,3300
500,21000,20000,4140,3300
1000,20000,20000,4360,3300
4000,22000,20000,4380,3300
2500,22000,20000,4400,3300
3000,24000,20000,4420,3300
2900,23000,20000,4440,3300
7000,23000,20000,4460,3300
1200,28000,20000,4480,3300
6000,40000,20000,4500,3300
70,24000,20000,5160,3300
260,30000,20000,5180,3300
700,25000,20000,5200,3300
2600,16000,20000,5220,3300
1500,20000,20000,4040,3280
900,26000,20000,4060,3280
300,23000,20000,4120,3280
140,20000,20000,4140,3280
1000,23000,20000,4360,3280
900,28000,20000,4380,3280
1600,25000,20000,4400,3280
1300,30000,20000,4420,3280
4000,30000,20000,4440,3280
4000,20000,20000,4460,3280
1800,18000,20000,4480,3280
3000,26000,20000,4500,3280
150,28000,20000,5160,3280
300,25000,20000,5180,3280
800,21000,20000,5200,3280
600,16000,20000,4040,3260
1100,27000,20000,4060,3260
1500,20000,20000,4280,3260
1000,16000,20000,4300,3260
1600,14000,20000,4360,3260
4000,23000,20000,4380,3260
2300,26000,20000,4440,3260
3000,19000,20000,4460,3260
1100,16000,20000,4640,3260
1200,10000,20000,4660,3260
1100,14000,20000,4680,3260
1600,11000,20000,4700,3260
300,11000,20000,5040,3260
900,15000,20000,5060,3260
300,13000,20000,5080,3260
200,15000,20000,5100,3260
400,26000,20000,5200,3260
1900,16000,20000,5240,3260
1000,16000,20000,4040,3240
700,24000,20000,4060,3240
500,23000,20000,4280,3240
900,15000,20000,4300,3240
900,18000,20000,4360,3240
1300,24000,20000,4380,3240
3000,20000,20000,4440,3240
1200,20000,20000,4460,3240
900,7000,20000,4640,3240
800,5000,20000,4660,3240
3000,20000,20000,4680,3240
500,17000,20000,4700,3240
400,24000,20000,5040,3240
900,24000,20000,5060,3240
500,23000,20000,5080,3240
220,14000,20000,5100,3240
300,24000,20000,5200,3240
500,18000,20000,5220,3240
1500,16000,20000,5240,3240
1200,25000,20000,3960,3220
800,10000,20000,3980,3220
1100,15000,20000,4000,3220
700,20000,20000,4160,3220
400,19000,20000,4180,3220
1200,25000,20000,4200,3220
500,18000,20000,4220,3220
600,18000,20000,4240,3220
1800,17000,20000,4260,3220
2300,13000,20000,4640,3220
2600,13000,20000,4660,3220
1600,9000,20000,4680,3220
900,16000,20000,4700,3220
500,29000,20000,5040,3220
1000,24000,20000,5060,3220
300,15000,20000,5080,3220
300,13000,20000,5100,3220
190,18000,20000,5120,3220
230,16000,20000,5140,3220
600,21000,20000,5160,3220
600,19000,20000,5180,3220
700,18000,20000,5200,3220
1000,13000,20000,5220,3220
500,11000,20000,5240,3220
300,3000,20000,5260,3220
800,24000,20000,3960,3200
900,23000,20000,3980,3200
1000,21000,20000,4000,3200
1000,16000,20000,4020,3200
600,23000,20000,4160,3200
1000,26000,20000,4180,3200
1200,18000,20000,4200,3200
1100,14000,20000,4220,3200
2000,23000,20000,4240,3200
1500,18000,20000,4260,3200
900,13000,20000,4640,3200
900,8000,20000,4660,3200
2700,12000,20000,4680,3200
3000,12000,20000,4700,3200
70,14000,20000,5040,3200
300,23000,20000,5060,3200
300,19000,20000,5080,3200
300,11000,20000,5100,3200
290,27000,20000,5120,3200
240,16000,20000,5140,3200
140,26000,20000,5160,3200
280,19000,20000,5180,3200
200,26000,20000,5200,3200
700,23000,20000,5220,3200
250,22000,20000,5240,3200
500,15000,20000,5260,3200
300,22000,20000,4000,3180
300,18000,20000,4020,3180
800,25000,20000,4200,3180
700,14000,20000,4220,3180
1000,15000,20000,4240,3180
1100,17000,20000,4260,3180
3000,10000,20000,4640,3180
1200,15000,20000,4680,3180
1000,22000,20000,4700,3180
240,21000,20000,4720,3180
600,20000,20000,4740,3180
400,18000,20000,5080,3180
190,24000,20000,5100,3180
400,19000,20000,5120,3180
120,18000,20000,5140,3180
80,28000,20000,5200,3180
110,23000,20000,5220,3180
300,11000,20000,5280,3180
400,18000,20000,4000,3160
180,25000,20000,4020,3160
300,27000,20000,4200,3160
1400,21000,20000,4220,3160
2200,23000,20000,4260,3160
800,5000,20000,4640,3160
700,6000,20000,4660,3160
700,5000,20000,4680,3160
800,7000,20000,4700,3160
1000,9000,20000,4720,3160
700,12000,20000,4740,3160
600,10000,20000,5080,3160
260,14000,20000,5100,3160
300,23000,20000,5120,3160
120,21000,20000,5140,3160
300,28000,20000,5200,3160
120,25000,20000,5220,3160
40,30000,20000,5280,3160
120,20000,20000,3840,3140
600,30000,20000,3860,3140
900,9000,20000,4120,3140
500,8000,20000,4140,3140
700,13000,20000,4160,3140
300,9000,20000,4180,3140
1000,14000,20000,4200,3140
1000,14000,20000,4220,3140
1600,20000,20000,4240,3140
2700,24000,20000,4260,3140
1300,12000,20000,4280,3140
1100,24000,20000,4300,3140
2800,28000,20000,4480,3140
2700,26000,20000,4500,3140
190,15000,20000,5080,3140
290,22000,20000,5100,3140
220,26000,20000,3840,3120
400,23000,20000,3860,3120
1200,11000,20000,4120,3120
1400,11000,20000,4140,3120
800,8000,20000,4160,3120
1300,14000,20000,4180,3120
1600,10000,20000,4200,3120
2700,16000,20000,4220,3120
2200,17000,20000,4240,3120
1300,16000,20000,4260,3120
1000,12000,20000,4280,3120
2500,11000,20000,4300,3120
700,12000,20000,4480,3120
600,22000,20000,4500,3120
260,11000,20000,5080,3120
600,21000,20000,5100,3120
400,30000,20000,3800,3100
170,26000,20000,3820,3100
150,21000,20000,3840,3100
170,21000,20000,3860,3100
280,18000,20000,3880,3100
110,15000,20000,3900,3100
40,12000,20000,3920,3100
150,12000,20000,3940,3100
1900,15000,20000,4120,3100
1800,11000,20000,4140,3100
1600,9000,20000,4160,3100
1300,7000,20000,4180,3100
3000,13000,20000,4220,3100
1400,12000,20000,4240,3100
1200,22000,20000,4260,3100
2400,14000,20000,4280,3100
2200,15000,20000,4300,3100
1600,30000,20000,4520,3100
900,27000,20000,4540,3100
2200,20000,20000,4560,3100
600,14000,20000,4580,3100
5000,21000,20000,4600,3100
6000,14000,20000,4620,3100
900,26000,20000,4640,3100
3000,19000,20000,4660,3100
4000,14000,20000,4680,3100
2900,19000,20000,4700,3100
130,25000,20000,5040,3100
600,17000,20000,5060,3100
240,19000,20000,5080,3100
230,11000,20000,5100,3100
400,19000,20000,5200,3100
NA,NA,20000,5280,3100
250,29000,20000,3800,3080
150,18000,20000,3820,3080
400,23000,20000,3840,3080
170,27000,20000,3860,3080
400,22000,20000,3880,3080
500,19000,20000,3900,3080
700,13000,20000,3920,3080
600,19000,20000,3940,3080
1400,13000,20000,4120,3080
2500,8000,20000,4160,3080
1900,4000,20000,4180,3080
2800,8000,20000,4200,3080
1800,13000,20000,4220,3080
2500,17000,20000,4240,3080
800,20000,20000,4260,3080
1100,9000,20000,4280,3080
2100,10000,20000,4300,3080
400,16000,20000,4520,3080
1900,25000,20000,4540,3080
4000,27000,20000,4560,3080
2600,20000,20000,4580,3080
2200,7000,20000,4600,3080
5000,8000,20000,4620,3080
4000,10000,20000,4640,3080
5000,11000,20000,4660,3080
1100,2300,20000,4680,3080
500,2200,20000,4700,3080
120,26000,20000,5040,3080
900,24000,20000,5060,3080
500,23000,20000,5080,3080
400,22000,20000,5100,3080
220,10000,20000,5220,3080
700,21000,20000,3800,3060
300,18000,20000,3820,3060
300,23000,20000,3840,3060
700,24000,20000,3860,3060
700,23000,20000,3920,3060
1200,27000,20000,3940,3060
900,30000,20000,3960,3060
1000,27000,20000,3980,3060
700,12000,20000,4000,3060
1900,22000,20000,4020,3060
900,11000,20000,4040,3060
1300,14000,20000,4060,3060
3000,12000,20000,4120,3060
3000,10000,20000,4160,3060
4000,8000,20000,4180,3060
4000,9000,20000,4200,3060
5000,16000,20000,4220,3060
2800,18000,20000,4240,3060
3000,20000,20000,4260,3060
2200,13000,20000,4280,3060
1500,20000,20000,4300,3060
700,22000,20000,4320,3060
2200,13000,20000,4340,3060
1500,20000,20000,4440,3060
500,18000,20000,4460,3060
7000,11000,20000,4600,3060
12000,19000,20000,4620,3060
2400,13000,20000,4680,3060
3000,12000,20000,4720,3060
4000,13000,20000,4740,3060
3000,18000,20000,4760,3060
400,17000,20000,4780,3060
170,19000,20000,5000,3060
100,27000,20000,5020,3060
500,26000,20000,5200,3060
400,27000,20000,5220,3060
400,13000,20000,5240,3060
220,24000,20000,3800,3040
400,21000,20000,3820,3040
800,18000,20000,3840,3040
400,19000,20000,3860,3040
260,13000,20000,3920,3040
1200,19000,20000,3940,3040
1200,19000,20000,3960,3040
900,21000,20000,3980,3040
3000,13000,20000,4000,3040
2100,9000,20000,4020,3040
2600,11000,20000,4060,3040
900,9000,20000,4120,3040
2300,11000,20000,4140,3040
3000,12000,20000,4160,3040
4000,10000,20000,4200,3040
2500,18000,20000,4220,3040
3000,14000,20000,4280,3040
4000,18000,20000,4320,3040
3000,16000,20000,4340,3040
900,16000,20000,4440,3040
4000,22000,20000,4460,3040
1000,23000,20000,4600,3040
600,20000,20000,4620,3040
250,24000,20000,4680,3040
250,22000,20000,4700,3040
700,23000,20000,4720,3040
700,20000,20000,4740,3040
1900,10000,20000,4760,3040
1200,18000,20000,4780,3040
190,12000,20000,5000,3040
190,21000,20000,5020,3040
700,14000,20000,5200,3040
1000,21000,20000,5220,3040
140,13000,20000,5240,3040
280,30000,20000,3840,3020
1100,22000,20000,3860,3020
2000,26000,20000,3880,3020
2200,24000,20000,3900,3020
800,23000,20000,3920,3020
1300,21000,20000,3940,3020
1200,21000,20000,3960,3020
3000,14000,20000,3980,3020
2500,13000,20000,4060,3020
1200,16000,20000,4080,3020
1700,11000,20000,4100,3020
800,10000,20000,4160,3020
1500,21000,20000,4180,3020
1300,11000,20000,4200,3020
1300,21000,20000,4220,3020
2300,18000,20000,4240,3020
4000,20000,20000,4260,3020
2200,8000,20000,4300,3020
1300,21000,20000,4360,3020
1100,16000,20000,4380,3020
800,8000,20000,4400,3020
2500,8000,20000,4420,3020
2500,20000,20000,4440,3020
6000,16000,20000,4460,3020
5000,16000,20000,4480,3020
2700,3000,20000,4500,3020
3000,8000,20000,4520,3020
2900,9000,20000,4540,3020
2600,20000,20000,4760,3020
6000,19000,20000,4780,3020
9000,12000,20000,4800,3020
3000,5000,20000,4820,3020
100,16000,20000,5040,3020
180,15000,20000,5060,3020
400,14000,20000,3480,3000
1500,12000,20000,3500,3000
600,30000,20000,3840,3000
1500,28000,20000,3860,3000
2800,14000,20000,3900,3000
1500,8000,20000,3920,3000
800,9000,20000,3940,3000
2500,13000,20000,3960,3000
1800,9000,20000,3980,3000
2500,14000,20000,4000,3000
2500,24000,20000,4020,3000
2700,21000,20000,4040,3000
2800,16000,20000,4060,3000
1600,11000,20000,4080,3000
1500,14000,20000,4100,3000
1600,17000,20000,4160,3000
1200,10000,20000,4180,3000
800,8000,20000,4200,3000
900,16000,20000,4220,3000
1400,16000,20000,4240,3000
900,6000,20000,4260,3000
1500,5000,20000,4280,3000
4000,15000,20000,4320,3000
1900,17000,20000,4360,3000
1500,17000,20000,4380,3000
2200,18000,20000,4400,3000
1900,22000,20000,4440,3000
2400,12000,20000,4460,3000
6000,19000,20000,4480,3000
4000,7000,20000,4500,3000
17000,17000,20000,4520,3000
5000,11000,20000,4540,3000
1800,19000,20000,4760,3000
1400,19000,20000,4780,3000
3000,5000,20000,4820,3000
300,15000,20000,5040,3000
250,15000,20000,5060,3000
1700,15000,20000,3500,2980
100,30000,20000,3640,2980
500,30000,20000,3660,2980
700,30000,20000,3720,2980
1000,26000,20000,3740,2980
1600,28000,20000,3880,2980
1300,22000,20000,3900,2980
1400,11000,20000,3920,2980
700,3000,20000,3940,2980
1700,11000,20000,3960,2980
4000,16000,20000,3980,2980
1100,15000,20000,4020,2980
2000,18000,20000,4040,2980
900,21000,20000,4060,2980
1100,14000,20000,4080,2980
500,17000,20000,4120,2980
2100,13000,20000,4140,2980
700,8000,20000,4160,2980
1400,16000,20000,4180,2980
1100,8000,20000,4240,2980
2700,8000,20000,4260,2980
700,6000,20000,4280,2980
2800,16000,20000,4300,2980
4000,19000,20000,4340,2980
2100,13000,20000,4360,2980
1900,19000,20000,4380,2980
800,19000,20000,4400,2980
2800,19000,20000,4420,2980
900,10000,20000,4440,2980
3000,17000,20000,4460,2980
2100,15000,20000,4480,2980
5000,10000,20000,4500,2980
1200,11000,20000,4600,2980
900,15000,20000,4620,2980
1200,10000,20000,4640,2980
1600,10000,20000,4660,2980
190,27000,20000,4680,2980
1200,25000,20000,4700,2980
2400,14000,20000,4720,2980
400,26000,20000,4740,2980
1800,18000,20000,4880,2980
800,18000,20000,4900,2980
2100,12000,20000,4920,2980
1500,11000,20000,4940,2980
210,9000,20000,5040,2980
190,9000,20000,5060,2980
2900,29000,20000,3480,2960
2900,27000,20000,3500,2960
2700,30000,20000,3520,2960
1200,16000,20000,3540,2960
500,17000,20000,3640,2960
600,13000,20000,3660,2960
2800,28000,20000,3720,2960
900,30000,20000,3740,2960
600,40000,20000,3880,2960
1200,25000,20000,3900,2960
1800,23000,20000,3920,2960
1100,15000,20000,3940,2960
900,9000,20000,3960,2960
4000,11000,20000,4000,2960
900,25000,20000,4020,2960
700,20000,20000,4040,2960
900,19000,20000,4060,2960
1600,11000,20000,4080,2960
1800,11000,20000,4100,2960
2900,13000,20000,4120,2960
900,15000,20000,4140,2960
1200,23000,20000,4160,2960
700,17000,20000,4240,2960
1100,7000,20000,4260,2960
2700,13000,20000,4280,2960
2200,27000,20000,4320,2960
2700,19000,20000,4340,2960
1400,17000,20000,4360,2960
1600,15000,20000,4400,2960
1400,15000,20000,4420,2960
1700,21000,20000,4440,2960
1500,14000,20000,4460,2960
900,17000,20000,4480,2960
11000,20000,20000,4500,2960
2200,16000,20000,4600,2960
1200,15000,20000,4620,2960
1400,23000,20000,4640,2960
1800,22000,20000,4660,2960
500,16000,20000,4680,2960
500,22000,20000,4700,2960
900,25000,20000,4720,2960
4000,12000,20000,4740,2960
1200,28000,20000,4880,2960
4000,16000,20000,4900,2960
900,4000,20000,4920,2960
3000,8000,20000,4940,2960
400,17000,20000,5040,2960
1200,10000,20000,5060,2960
300,1800,20000,3280,2940
NA,NA,20000,3320,2940
2700,29000,20000,3480,2940
2400,28000,20000,3500,2940
3000,27000,20000,3520,2940
2300,30000,20000,3540,2940
900,26000,20000,3560,2940
4000,20000,20000,3580,2940
1500,21000,20000,3600,2940
700,27000,20000,3620,2940
400,20000,20000,3840,2940
400,19000,20000,3860,2940
